x,y,z,fucci_ch00,fucci_ch02,cellCycle
595,719,6,0.0232394903486687,0.0380560006103609,4
593,720,6,0.0625619897764553,0.036392767223621,4
594,720,6,0.0269169146257725,0.0330815594720378,4
595,720,6,0.00912489509422446,0.0325017166399634,4
592,721,6,0.101625085831998,0.0235141527428092,4
593,721,6,0.017242694743267,0.0308384832532235,4
594,721,6,0.00285343709468223,0.0323796444647898,4
595,721,6,0.0211947814145113,0.0220492866407263,4
590,722,6,0.00180056458381018,0.0695963988708324,4
591,722,6,0.00601205462729839,0.0562905317769131,4
592,722,6,0.0759441519798581,0.0242008087281605,4
593,722,6,0.137712672617685,0.0261081864652476,4
594,722,6,0.0621499961852445,0.0597543297474632,4
595,722,6,0.0302128633554589,0.0331578545815213,4
589,723,6,0.00445563439383535,0.0522011139085985,4
590,723,6,0.0782787823300526,0.0247501335164416,4
591,723,6,0.0263675898374914,0.0411230640115969,4
592,723,6,0.00875867856870375,0.0251926451514458,4
593,723,6,0.0217593652246891,0.0425116350041962,4
594,723,6,0.0269321736476692,0.0208896009765774,4
595,723,6,0.0233463035019455,0.0202639810788128,4
588,724,6,0.11783016708629,0.055039291981384,4
589,724,6,0.0263218127718013,0.0407721065079728,4
590,724,6,0.0164950026703288,0.0299687190051118,4
591,724,6,0.00738536659800107,0.00770580605783169,4
592,724,6,0.0178377965972381,0.0227664606698711,4
593,724,6,0.0348363469901579,0.0353093766689555,4
594,724,6,0.0554665445944915,0.0209048599984741,4
595,724,6,0.0930189974822614,0.0416418707560845,4
596,724,6,0.0419012741283284,0.021011673151751,4
587,725,6,0.00209048599984741,0.0464484626535439,4
588,725,6,0.0744640268558785,0.029907682917525,4
589,725,6,0.0626535439078355,0.0250705729762722,4
590,725,6,0.0650644693675135,0.0338750286106661,4
591,725,6,0.045288776989395,0.0159304188601511,4
592,725,6,0.0126955062180514,0.0459754329747463,4
593,725,6,0.0615091172655833,0.0364080262455177,4
594,725,6,0.00175478751812009,0.0286869611657893,4
595,725,6,0.0381170366979477,0.0201266498817426,4
596,725,6,0.0738231479362173,0.0106813153276875,4
586,726,6,0.0641489280537118,0.0205996795605402,4
587,726,6,0.121629663538567,0.0448004882887007,4
588,726,6,0.0189059281300069,0.0553597314412146,4
589,726,6,0.0867170214389258,0.0453498130769818,4
590,726,6,0.112596322575723,0.0214084077210651,4
591,726,6,0.0169832913710231,0.0307927061875334,4
592,726,6,0.0367132066834516,0.0275272755016403,4
593,726,6,0.0530861371786069,0.0297856107423514,4
594,726,6,0.00959792477302205,0.026642252231632,4
595,726,6,0.0233768215457389,0.0220492866407263,4
596,726,6,0.0439154650186923,0.0127260242618448,4
586,727,6,0.0673990997177081,0.0383611810482948,4
587,727,6,0.130098420691234,0.0224612802319371,4
588,727,6,0.00823987182421607,0.0317082475013352,4
589,727,6,0.00505073624780652,0.0192416266117342,4
590,727,6,0.0793774319066148,0.0565194171053635,4
591,727,6,0.0616769665064469,0.0280308232242313,4
592,727,6,0.0885023270008393,0.0180666819256886,4
593,727,6,0.0667277027542535,0.0502937361715114,4
594,727,6,0.0668192568856336,0.0428778515297169,4
595,727,6,0.109849698634318,0.0355687800411994,4
596,727,6,0.0186770428015564,0.0258487830930037,4
585,728,6,0.0326543068589303,0.0172274357213703,4
586,728,6,0.00401312275883116,0.0173647669184405,4
587,728,6,0.0915236133363851,0.0229495689326314,4
588,728,6,0.0144502937361715,0.0324559395742733,4
589,728,6,0.0424353398947128,0.0330205233844511,4
590,728,6,0.0885023270008393,0.0176699473563745,4
591,728,6,0.0147859922178988,0.02563515678645,4
592,728,6,0.125215533684291,0.0587930113679713,4
593,728,6,0.0611886778057526,0.0197604333562219,4
