x,y,z,signal,cytoplasm.p
275,644,43,0.111400269778929,1
275,645,43,0.148245017478851,1
276,643,43,0.0780134201461533,1
261,626,44,0.0876233865184195,1
262,626,44,0.0853059041890928,1
275,644,44,0.0989501755557988,1
275,645,44,0.143571176827453,1
275,646,44,0.117701863592326,1
276,639,44,0.0793969834787261,1
276,644,44,0.129566509662219,1
276,645,44,0.185897247682019,1
261,625,45,0.0870848453195862,1
262,625,45,0.0841633847996914,1
275,644,45,0.0798540193684288,1
275,645,45,0.108481897598589,1
275,646,45,0.0969393340133222,1
276,639,45,0.0806434258138638,1
276,640,45,0.0790135626062056,1
276,644,45,0.0992055614153726,1
276,645,45,0.136469172360806,1
276,646,45,0.121846850072688,1
277,645,45,0.0885536417086203,1
269,623,46,0.0822659294380271,1
270,622,46,0.0941495403425384,1
270,623,46,0.120623036378722,1
270,624,46,0.10633734310212,1
271,623,46,0.121479548670185,1
271,624,46,0.105694859775317,1
272,623,46,0.0831906793272816,1
275,635,46,0.0772764707146124,1
276,645,46,0.0861444235457565,1
276,646,46,0.0821856006392032,1
269,622,47,0.0824043612214019,1
269,623,47,0.109587753346149,1
269,624,47,0.0916476592048632,1
270,622,47,0.117946206879618,1
270,623,47,0.174112527584051,1
270,624,47,0.143211842445832,1
270,625,47,0.0792744217963369,1
271,622,47,0.108222566593041,1
271,623,47,0.158722762507583,1
271,624,47,0.132029073615784,1
271,625,47,0.0780365027668453,1
272,623,47,0.0901361823468209,1
272,624,47,0.0790794663656164,1
279,632,47,0.0906157509665288,1
279,633,47,0.0868190051428846,1
253,631,48,0.0768175997245943,1
254,630,48,0.0857207839241632,1
254,631,48,0.082610033126438,1
255,630,48,0.0818654619542143,1
255,631,48,0.0777851323881011,1
269,622,48,0.0851498950859722,1
269,623,48,0.120669355077972,1
269,624,48,0.0949770554913874,1
270,622,48,0.124482297100567,1
270,623,48,0.197069760411349,1
270,624,48,0.158398493248365,1
270,625,48,0.0811202641623707,1
271,622,48,0.105343927211865,1
271,623,48,0.168327025362493,1
271,624,48,0.139359129259607,1
271,625,48,0.0776548019012407,1
272,623,48,0.0881882137708997,1
272,624,48,0.0780501349406169,1
279,631,48,0.0770996361002469,1
279,632,48,0.105140653085987,1
279,633,48,0.0977780515863963,1
279,644,48,0.0818826875996837,1
279,645,48,0.0884605695128327,1
280,631,48,0.0832614873443298,1
280,632,48,0.116939510489868,1
280,633,48,0.112795905130301,1
280,634,48,0.0834164733950098,1
252,645,49,0.0789772698208737,1
253,630,49,0.0930287991819673,1
253,631,49,0.0931383297338938,1
254,629,49,0.0878534582241651,1
254,630,49,0.111323106048593,1
254,631,49,0.10843033575558,1
254,632,49,0.0827952056181948,1
255,629,49,0.081668243019969,1
255,630,49,0.0986877242403068,1
255,631,49,0.0984053745548443,1
255,632,49,0.0787110971521289,1
256,631,49,0.0810220255517578,1
263,653,49,0.0807072451039268,1
269,622,49,0.0802011602437729,1
269,623,49,0.103706960183822,1
269,624,49,0.081607959654904,1
270,622,49,0.108345729318739,1
270,623,49,0.159107941751486,1
270,624,49,0.129408422483828,1
271,622,49,0.0908354195077686,1
271,623,49,0.134347694090951,1
271,624,49,0.113309848312015,1
272,623,49,0.0779680925289549,1
279,632,49,0.0917890578403158,1
279,633,49,0.086700689128124,1
279,644,49,0.0773108516706958,1
279,645,49,0.0898340110203209,1
279,646,49,0.0769283579394496,1
280,631,49,0.0777156863096145,1
280,632,49,0.0983296430979256,1
280,633,49,0.0967227729938709,1
280,634,49,0.0775611478443774,1
281,633,49,0.0785113269808597,1
282,638,49,0.090764048811878,1
283,639,49,0.136715101379382,1
283,640,49,0.123463656573572,1
251,645,50,0.082980000859364,1
251,646,50,0.083613097680024,1
252,645,50,0.0915648111394042,1
252,646,50,0.0916884086623896,1
253,629,50,0.0847777150021433,1
253,630,50,0.110396194961058,1
253,631,50,0.107347089466959,1
253,632,50,0.082193273532508,1
254,629,50,0.0966683721803396,1
254,630,50,0.134279418128694,1
254,631,50,0.131105513024992,1
254,632,50,0.0954785238274029,1
255,629,50,0.0834842442251247,1
255,630,50,0.115574298160449,1
255,631,50,0.119175302081809,1
255,632,50,0.0899905252555841,1
256,630,50,0.0846993875496564,1
256,631,50,0.092240153631785,1
257,653,50,0.0782808012955936,1
263,653,50,0.0856391443393997,1
263,654,50,0.0775756687949568,1
269,623,50,0.0775112548556626,1
270,622,50,0.0846041030029658,1
270,623,50,0.103520182778549,1
270,624,50,0.0870912138210292,1
271,623,50,0.0927192363015836,1
271,624,50,0.079809561345805,1
279,645,50,0.0781404001362706,1
281,639,50,0.077104572328273,1
282,637,50,0.0786668181636822,1
282,638,50,0.1055079225181,1
282,639,50,0.133013876683305,1
282,640,50,0.128348105358033,1
283,638,50,0.133112460574117,1
283,639,50,0.174514037302538,1
283,640,50,0.167256158008403,1
283,641,50,0.11062089564149,1
284,639,50,0.155864162166088,1
284,640,50,0.145626578697797,1
251,645,51,0.0807525343566586,1
251,646,51,0.0942377146747665,1
251,647,51,0.0947530261891194,1
251,648,51,0.0834755610675348,1
252,645,51,0.0885939499747818,1
252,646,51,0.102721402615127,1
252,647,51,0.0976866034863581,1
252,648,51,0.0813974538270857,1
253,629,51,0.0878462776748473,1
253,630,51,0.110006718896904,1
253,631,51,0.106673198430228,1
253,632,51,0.08448181626592,1
254,629,51,0.0926745161217719,1
254,630,51,0.128623101854078,1
254,631,51,0.127561326878554,1
254,632,51,0.0955099571136417,1
255,629,51,0.0811061844031563,1
255,630,51,0.114105143703061,1
255,631,51,0.118498373858146,1
255,632,51,0.0885827347624012,1
256,630,51,0.0816442716224691,1
256,631,51,0.086179712460881,1
281,639,51,0.0801679302216852,1
281,640,51,0.0786654242547319,1
282,637,51,0.0849034865115651,1
282,638,51,0.110213413854381,1
282,639,51,0.14040769407049,1
282,640,51,0.144582400224253,1
283,637,51,0.100368062297755,1
283,638,51,0.138257647061231,1
