x,y,z,signal,cytoplasm.p
368,254,31,0.0786619458764337,1
368,255,31,0.0791148447978295,1
368,256,31,0.077530871886212,1
369,254,31,0.0804018127977722,1
369,255,31,0.0813506683601595,1
369,256,31,0.0801390225961593,1
370,254,31,0.0793362781045294,1
370,255,31,0.0814424681344741,1
370,256,31,0.080360692483736,1
371,255,31,0.0794033008275471,1
367,254,32,0.0767423989761291,1
367,255,32,0.0795703844733377,1
367,256,32,0.0779815328803939,1
368,253,32,0.0769431282590614,1
368,254,32,0.0812302039352735,1
368,255,32,0.082168368599656,1
368,256,32,0.0799737740506841,1
369,253,32,0.0807667675737391,1
369,254,32,0.0832780096412462,1
369,255,32,0.0827794889750754,1
369,256,32,0.0803988715220054,1
369,257,32,0.0772615277549012,1
370,253,32,0.0799450582474907,1
370,254,32,0.0817871345017274,1
370,255,32,0.0821659132737985,1
370,256,32,0.080542661542538,1
370,257,32,0.0776994517461971,1
371,253,32,0.0782605320691133,1
371,254,32,0.0797719833508446,1
371,255,32,0.0802098242191296,1
371,256,32,0.0787816877705334,1
372,253,32,0.0779067093825162,1
372,254,32,0.0783769938013253,1
372,255,32,0.0777478932792616,1
373,253,32,0.0770477417651951,1
373,254,32,0.0778042762568966,1
373,255,32,0.0767709293510676,1
375,256,32,0.0771027628042686,1
380,253,32,0.085171711679269,1
380,254,32,0.0863426591383648,1
381,253,32,0.0895702553129671,1
381,254,32,0.0898391710410684,1
382,253,32,0.0786118035186866,1
382,254,32,0.0784050893789765,1
366,255,33,0.0768756131920566,1
366,256,33,0.0776002412357655,1
367,254,33,0.0777898703997168,1
367,255,33,0.0819168767334345,1
367,256,33,0.0827546096185344,1
367,257,33,0.0789568918950716,1
368,253,33,0.0777848446546022,1
368,254,33,0.0816340091276739,1
368,255,33,0.0844589254675605,1
368,256,33,0.0843318112018104,1
368,257,33,0.0807814739525733,1
368,258,33,0.0773898568954246,1
369,253,33,0.0817302719682608,1
369,254,33,0.0840023499514562,1
369,255,33,0.0843702715795009,1
369,256,33,0.083099244015399,1
369,257,33,0.0797050693271486,1
369,258,33,0.0770148634173839,1
370,252,33,0.0773813335897785,1
370,253,33,0.081932459100921,1
370,254,33,0.0834205208462281,1
370,255,33,0.0833889404962009,1
370,256,33,0.0820322450783505,1
370,257,33,0.0792559173353167,1
371,252,33,0.0772400628358809,1
371,253,33,0.0808442318257292,1
371,254,33,0.082041484520705,1
371,255,33,0.0813968591778546,1
371,256,33,0.0800140119819902,1
371,257,33,0.0779275476819166,1
372,252,33,0.078623670926998,1
372,253,33,0.0814679229580129,1
372,254,33,0.0813252135366207,1
372,255,33,0.0793122619484852,1
372,256,33,0.0776416237069896,1
372,257,33,0.0771547018978646,1
373,252,33,0.0786050577666561,1
373,253,33,0.0808959087621372,1
373,254,33,0.0803108378594878,1
373,255,33,0.0776754611664639,1
373,257,33,0.0773486790346886,1
374,252,33,0.0769720167023542,1
374,253,33,0.0787528057213185,1
374,254,33,0.0787887020738296,1
374,255,33,0.0771264017097252,1
374,257,33,0.0772889391662327,1
375,253,33,0.0767971322817036,1
375,254,33,0.0778894709488914,1
375,255,33,0.0778863506389474,1
375,256,33,0.0778063095736224,1
375,257,33,0.0772512205015617,1
376,254,33,0.0775107880879866,1
376,255,33,0.0790912250746061,1
376,256,33,0.0789775639484504,1
377,255,33,0.0789060206124606,1
377,256,33,0.0784527636227105,1
380,253,33,0.0805727776487595,1
380,254,33,0.0832670949505201,1
381,253,33,0.0849979398281477,1
381,254,33,0.0879816019364337,1
381,255,33,0.0784073209121126,1
382,253,33,0.0814173713792895,1
382,254,33,0.0842891754913465,1
366,256,34,0.0776504283520569,1
367,255,34,0.0797406907343163,1
367,256,34,0.0825033671213453,1
367,257,34,0.0808529021951636,1
368,254,34,0.0787983635253159,1
368,255,34,0.0822898752592159,1
368,256,34,0.0837440803628153,1
368,257,34,0.0812221729736144,1
368,258,34,0.0767359153812865,1
369,253,34,0.0785687777694797,1
369,254,34,0.0809916728646594,1
369,255,34,0.0822275266070363,1
369,256,34,0.0818769585060161,1
369,257,34,0.0789324345476625,1
370,253,34,0.079690139155593,1
370,254,34,0.0814284714982705,1
370,255,34,0.0814605314041292,1
370,256,34,0.0801785571789124,1
370,257,34,0.0774914268205474,1
371,253,34,0.0788711920709344,1
371,254,34,0.080170641310653,1
371,255,34,0.0791261111628321,1
371,256,34,0.077788930470287,1
372,252,34,0.0772232975640098,1
372,253,34,0.0793891315512442,1
372,254,34,0.0791290268622879,1
372,255,34,0.0768752167592359,1
373,252,34,0.0779901329149731,1
373,253,34,0.0790002309540885,1
373,254,34,0.0776544949855085,1
374,252,34,0.0768643660092873,1
374,253,34,0.0775679383549521,1
376,254,34,0.0771900611478444,1
376,255,34,0.0783307326487748,1
376,256,34,0.0767536205825874,1
377,254,34,0.0770329586574278,1
377,255,34,0.0794030898229812,1
377,256,34,0.0776136240405047,1
378,255,34,0.0770394870108147,1
380,254,34,0.0779762833425579,1
381,253,34,0.0787262063578617,1
381,254,34,0.0817732657470789,1
381,255,34,0.0773600796753241,1
382,253,34,0.0795667462430957,1
382,254,34,0.0835771565689686,1
382,255,34,0.0768874550240571,1
383,254,34,0.07783179636755,1
367,256,35,0.0784562739713975,1
367,257,35,0.0785655615483694,1
368,255,35,0.0783637516662967,1
368,256,35,0.0802328045345776,1
368,257,35,0.0790393563158654,1
369,254,35,0.0772198831264892,1
369,255,35,0.079285362063374,1
369,256,35,0.0794532769392726,1
369,257,35,0.076787764957794,1
370,254,35,0.0779759764268257,1
370,255,35,0.0785669170928533,1
370,256,35,0.0772947961414554,1
371,254,35,0.0768892133954394,1
377,255,35,0.0773037670325443,1
385,243,36,0.0793209451060752,1
385,244,36,0.0810456708512922,1
386,243,36,0.083301488694759,1
386,244,36,0.0842753387070868,1
385,242,37,0.08183370257001,1
385,243,37,0.0884712220463709,1
385,244,37,0.084810241675678,1
386,242,37,0.0842924748354676,1
386,243,37,0.0923527021884115,1
386,244,37,0.0888054916431961,1
387,243,37,0.0786884749050352,1
387,244,37,0.0775168113092309,1
385,242,38,0.0869021793063091,1
385,243,38,0.0888033240508375,1
385,244,38,0.0810564832367742,1
386,242,38,0.0889486422559534,1
386,243,38,0.0933874493972687,1
386,244,38,0.0861835425134557,1
387,243,38,0.0814281517943828,1
387,244,38,0.0775076358076539,1
391,239,38,0.078109689380818,1
392,239,38,0.0797131514414297,1
392,240,38,0.0810669951006019,1
385,242,39,0.0801565615514386,1
385,243,39,0.0796126237509809,1
386,242,39,0.0819650880796999,1
386,243,39,0.0838924869074864,1
386,244,39,0.0775663014710471,1
368,250,40,0.0773064397570455,1
368,250,41,0.0803290737692423,1
368,251,41,0.0781856126600693,1
369,250,41,0.0783007188477974,1
369,251,41,0.078013426540231,1
365,252,42,0.0812699495225926,1
365,253,42,0.0787987151995924,1
368,250,42,0.0813057691461707,1
368,251,42,0.0822291826731746,1
369,250,42,0.078527305781167,1
369,251,42,0.0808195634737541,1
377,252,42,0.0825878776470203,1
377,253,42,0.0819631250978294,1
364,252,43,0.0812637856316377,1
364,253,43,0.0909146037666745,1
364,254,43,0.0827521734749102,1
