x,y,z,signal,cytoplasm.p
124,647,1,0.0774934857135842,1
125,646,1,0.0767404807528029,1
125,647,1,0.0801605194855683,1
126,646,1,0.0783423762643649,1
126,647,1,0.0829373843311334,1
127,646,1,0.0794681687463618,1
127,647,1,0.0849805607248122,1
128,646,1,0.081056879669595,1
128,647,1,0.086726374138462,1
129,645,1,0.0773994544061334,1
129,646,1,0.0829593479882185,1
129,647,1,0.0877599320488569,1
130,645,1,0.0791498587676106,1
130,646,1,0.0841639858430003,1
131,644,1,0.0774322176605451,1
131,645,1,0.0798013001973468,1
131,646,1,0.0839796317931961,1
132,644,1,0.0774037512263841,1
132,645,1,0.0805157936278156,1
132,646,1,0.0837854948044282,1
132,647,1,0.0879351617497061,1
133,644,1,0.0775526373268867,1
133,645,1,0.0829343855086668,1
133,646,1,0.0854591318683904,1
133,647,1,0.0882435609079386,1
134,644,1,0.0773668957622099,1
134,645,1,0.0839369641123434,1
134,646,1,0.0864873507238608,1
134,647,1,0.0880335857885739,1
134,648,1,0.0914819886502562,1
135,645,1,0.0813169843585512,1
135,646,1,0.0845480653055295,1
135,647,1,0.0871576866533602,1
135,648,1,0.0907880266034557,1
136,645,1,0.0773742169812382,1
136,646,1,0.0807319454262906,1
136,647,1,0.0842825320445601,1
136,648,1,0.0881941602632109,1
137,646,1,0.0780853343386529,1
137,647,1,0.0806848274673211,1
138,646,1,0.0779477977261636,1
113,637,2,0.0807345925744808,1
113,638,2,0.0796729262982791,1
113,639,2,0.078486780116362,1
113,640,2,0.0771659618687894,1
114,635,2,0.0846510163514472,1
114,636,2,0.0822240674109714,1
114,637,2,0.0793539577295193,1
114,638,2,0.0792145476522481,1
114,639,2,0.0784588124202659,1
114,640,2,0.0780099225856218,1
114,641,2,0.0775162294481553,1
114,642,2,0.0774889267361456,1
115,633,2,0.0787854666704861,1
115,634,2,0.0801295209966168,1
115,635,2,0.079905069685217,1
115,636,2,0.078818274683442,1
115,637,2,0.0780651290529501,1
115,638,2,0.0791127922988704,1
115,639,2,0.078365094422625,1
115,640,2,0.0778206514900247,1
115,641,2,0.0767203969545775,1
116,634,2,0.0784082864178535,1
116,635,2,0.0779387117416752,1
116,636,2,0.076857274977058,1
116,637,2,0.0769641391985612,1
116,638,2,0.0791790605207132,1
116,639,2,0.0788668696743726,1
116,640,2,0.0779902352202172,1
116,643,2,0.0766865914654919,1
116,644,2,0.0786789669114149,1
116,645,2,0.0790422464390102,1
117,631,2,0.078069291597568,1
117,633,2,0.0769093739225979,1
117,634,2,0.0790276040009535,1
117,635,2,0.0777834123811852,1
117,638,2,0.0775513265409472,1
117,639,2,0.0782341181339114,1
117,640,2,0.0781453043939079,1
117,641,2,0.0779464038172133,1
117,642,2,0.0781908621979054,1
117,643,2,0.0786135043433691,1
117,644,2,0.081240798922112,1
117,645,2,0.0828601950244868,1
118,630,2,0.0781257640922916,1
118,631,2,0.0778339959302974,1
118,633,2,0.0772169290625668,1
118,634,2,0.0785977045772389,1
118,635,2,0.0775738976354189,1
118,640,2,0.0771253466868958,1
118,641,2,0.0789453250084146,1
118,642,2,0.0800962717922958,1
118,643,2,0.0796884766953769,1
118,644,2,0.081231361263347,1
118,645,2,0.0833927513665423,1
118,646,2,0.0842093262483542,1
119,630,2,0.0767693819842511,1
119,631,2,0.0779428870744485,1
119,632,2,0.0774117821880432,1
119,633,2,0.0773906945196104,1
119,634,2,0.0778478582908681,1
119,635,2,0.0781338781769615,1
119,640,2,0.0769783020807864,1
119,641,2,0.0796328098544503,1
119,642,2,0.0803930912757157,1
119,643,2,0.0791040835649695,1
119,644,2,0.0789983830656176,1
119,645,2,0.0809103146193171,1
119,646,2,0.0839175516922822,1
119,647,2,0.0843292663588643,1
119,648,2,0.081025529506367,1
119,649,2,0.0787782861211683,1
120,631,2,0.0774341039134825,1
120,632,2,0.0771612494334847,1
120,633,2,0.0770088338020619,1
120,634,2,0.0767304420507291,1
120,635,2,0.0773332757013792,1
120,641,2,0.078774654285004,1
120,642,2,0.07940463079572,1
120,645,2,0.0783494097498944,1
120,646,2,0.0819321585792666,1
120,647,2,0.0836062943812937,1
