x,y,z,signal,mito.p
526,298,1,0.0423514366643228,1
526,299,1,0.0362368338462383,1
526,300,1,0.0322742256425078,1
526,301,1,0.030771362945694,1
526,302,1,0.0301375670577948,1
526,303,1,0.0296026871251217,1
526,304,1,0.0295548428051218,1
526,305,1,0.0292897219106832,1
527,295,1,0.0584974829382362,1
527,296,1,0.0586108518090369,1
527,297,1,0.0528292404322991,1
527,298,1,0.0466146949491389,1
527,299,1,0.0380957925459084,1
527,300,1,0.0327416909448844,1
527,301,1,0.0312093947024184,1
527,302,1,0.0306749276076219,1
527,303,1,0.0300616659167138,1
527,304,1,0.0298945168352271,1
527,305,1,0.0291479444091326,1
527,306,1,0.0306614942221078,1
527,307,1,0.0353958005240901,1
527,308,1,0.0385219812404171,1
528,294,1,0.0510882241291232,1
528,295,1,0.0552888997817459,1
528,296,1,0.0574272815158568,1
528,297,1,0.0547549137328229,1
528,298,1,0.0506177253658275,1
528,299,1,0.0409579472856434,1
528,300,1,0.0332017251654826,1
528,301,1,0.0301866409166879,1
528,302,1,0.0287748574352346,1
528,306,1,0.0297185330231818,1
528,307,1,0.0344860243106512,1
528,308,1,0.0371405574974173,1
528,309,1,0.0382881893559683,1
528,310,1,0.0422983672527634,1
529,293,1,0.0617369535476832,1
529,294,1,0.0502952128267565,1
529,295,1,0.0516808870049377,1
529,296,1,0.053131696230358,1
529,297,1,0.0510241373311012,1
529,298,1,0.0473812235991973,1
529,299,1,0.0395768143241044,1
529,300,1,0.0327199972119443,1
529,301,1,0.0289372947800865,1
529,307,1,0.0320797682329597,1
529,308,1,0.0346060201268445,1
529,309,1,0.0365583053158814,1
529,310,1,0.0402069377498495,1
529,311,1,0.0435824653638355,1
530,295,1,0.0526070546770238,1
530,296,1,0.0483704477695612,1
530,297,1,0.0427121456817129,1
530,298,1,0.0373356215991493,1
530,299,1,0.0318995986038354,1
530,308,1,0.0306198047763634,1
530,309,1,0.0338440937216362,1
530,310,1,0.0374793932871384,1
530,311,1,0.0401058929871381,1
530,312,1,0.0439699190958382,1
531,296,1,0.0401504220394944,1
531,297,1,0.0328043274254965,1
531,309,1,0.0301435550019523,1
531,310,1,0.0338107471908931,1
531,311,1,0.0368356103125207,1
531,312,1,0.0404735520404329,1
531,313,1,0.0436460316271436,1
532,296,1,0.0329053219296838,1
532,310,1,0.0306925073213746,1
532,311,1,0.0350160578856428,1
532,312,1,0.0389161732045444,1
532,313,1,0.0411321433301884,1
532,314,1,0.0433883992527965,1
533,295,1,0.0375449519419377,1
533,311,1,0.0322201833695176,1
533,312,1,0.0377852702547309,1
533,313,1,0.0414376864375851,1
533,314,1,0.0437444988455473,1
533,315,1,0.0454567098346225,1
534,294,1,0.0384579339312355,1
534,311,1,0.0292338290470375,1
534,312,1,0.0355263757596073,1
534,313,1,0.0406503794777042,1
534,314,1,0.0439272424290846,1
534,315,1,0.0456096429335768,1
535,293,1,0.0358302495660248,1
535,312,1,0.0315806831391325,1
