x,y,z,fucci_ch00,fucci_ch02,cellCycle
147,508,1,0.0017242694743267,0.0133669031815061,1
146,509,1,0.00163271534294652,0.0100251773861295,1
146,510,1,0.00331120775158312,0.0163729304951553,1
147,510,1,0.0030060273136492,0.00819409475852598,1
148,510,1,0.00234988937209125,0.00872816052491035,1
146,511,1,0.0021515220874342,0.00880445563439384,1
147,511,1,0.00241092545967803,0.0117799649042496,1
146,512,1,0.00146486610208286,0.0114900434882124,1
147,512,1,0.00224307621881437,0.0119935912108034,1
148,512,1,0.00270084687571527,0.00790417334248875,1
149,512,1,0.00303654535744259,0.0120393682764935,1
146,513,1,0.00253299763485161,0.0116884107728695,1
147,513,1,0.00532539864194705,0.00863660639353018,1
148,513,1,0.00157167925535973,0.0151369497215229,1
149,513,1,0.0112764171816587,0.00976577401388571,1
145,514,1,0.0206301976043336,0.0151216906996262,1
146,514,1,0.00173952849622339,0.00833142595559625,1
147,514,1,0.00186160067139696,0.00839246204318303,1
148,514,1,0.0298161287861448,0.0168612191958495,1
145,515,1,0.0490119783321889,0.0178530556191348,1
146,515,1,0.0341039139391165,0.0085297932402533,1
147,515,1,0.00221255817502098,0.00857557030594339,1
148,515,1,0.00222781719691768,0.0174868390936141,1
149,515,1,0.0395819028000305,0.0107881284809644,1
145,516,1,0.00286869611657893,0.0364080262455177,1
146,516,1,0.0038452735179675,0.0251621271076524,1
147,516,1,0.00228885328450446,0.0178377965972381,1
148,516,1,0.0141451132982376,0.00848401617456321,1
146,510,2,0.0016937514305333,0.0148165102616922,1
147,510,2,0.00236514839398795,0.0259555962462806,1
146,511,2,0.00489814602883955,0.00814831769283589,1
147,511,2,0.0234378576333257,0.0101777676050965,1
148,511,2,0.0021362630655375,0.0081177996490425,1
146,512,2,0.026642252231632,0.029755092698558,1
147,512,2,0.00149538414587625,0.00798046845197223,1
145,513,2,0.00531013962005035,0.0166781109330892,1
146,513,2,0.0249485008010987,0.00967421988250553,1
147,513,2,0.00361638818951705,0.00975051499198901,1
148,513,2,0.0021210040436408,0.0166323338673991,1
149,513,2,0.0117341878385595,0.00796520943007553,1
146,514,2,0.00202944991226062,0.00759899290455482,1
147,514,2,0.0188296330205234,0.0085145342183566,1
148,514,2,0.0208896009765774,0.00830090791180285,1
149,514,2,0.0021362630655375,0.0103150988021668,1
144,515,2,0.00201419089036393,0.0162203402761883,1
145,515,2,0.0513466086823835,0.00881971465629053,1
146,515,2,0.0134737163347829,0.011612115663386,1
147,515,2,0.0101167315175097,0.00747692072938125,1
148,515,2,0.00210574502174411,0.0187685969329366,1
149,515,2,0.00259403372243839,0.0085297932402533,1
145,516,2,0.00836194399938964,0.00799572747386892,1
146,516,2,0.00337224383916991,0.00856031128404669,1
147,516,2,0.00207522697795071,0.00845349813076982,1
148,516,2,0.00195315480277714,0.00794995040817884,1
144,517,2,0.00503547722590982,0.00917067215991455,1
145,517,2,0.00318913557640955,0.0113984893568322,1
146,517,2,0.00747692072938125,0.0081025406271458,1
147,517,2,0.0157778286411841,0.00840772106507973,1
146,511,3,0.00178530556191348,0.00814831769283589,1
147,511,3,0.00204470893415732,0.0348363469901579,1
145,512,3,0.00390630960555428,0.00965896086060884,1
146,512,3,0.0021515220874342,0.00848401617456321,1
147,512,3,0.0021210040436408,0.017288471808957,1
145,513,3,0.00234988937209125,0.0102388036926833,1
146,513,3,0.00204470893415732,0.0151979858091096,1
147,513,3,0.00389105058365759,0.0128480964370184,1
145,514,3,0.00189211871519036,0.0133363851377127,1
146,514,3,0.00241092545967803,0.00839246204318303,1
147,514,3,0.00173952849622339,0.00840772106507973,1
149,514,3,0.00177004654001678,0.0108949416342412,1
144,515,3,0.00230411230640116,0.0076752880140383,1
145,515,3,0.0175631342030976,0.0114900434882124,1
146,515,3,0.00314335851071946,0.00825513084611276,1
147,515,3,0.00566109712367437,0.00825513084611276,1
148,515,3,0.0386358434424353,0.00788891432059205,1
144,516,3,0.00236514839398795,0.00807202258335241,1
145,516,3,0.00198367284657053,0.00790417334248875,1
146,516,3,0.0021515220874342,0.00900282291905089,1
147,516,3,0.00875867856870375,0.00849927519645991,1
148,516,3,0.0354924849317159,0.00834668497749294,1
144,517,3,0.00148012512397955,0.00854505226215,1
145,517,3,0.00227359426260777,0.00825513084611276,1
146,517,3,0.00238040741588464,0.0131837949187457,1
147,517,3,0.00286869611657893,0.00839246204318303,1
145,518,3,0.00222781719691768,0.00910963607232776,1
146,518,3,0.0207980468451972,0.00990310521095598,1
147,518,3,0.00294499122606241,0.0120088502327001,1
145,513,4,0.00187685969329366,0.00787365529869535,1
146,513,4,0.011459525444419,0.011810482948043,1
145,514,4,0.00422674906538491,0.00868238345922026,1
146,514,4,0.00199893186846723,0.00816357671473259,1
147,514,4,0.00350957503624018,0.0124055848020142,1
145,515,4,0.00192263675898375,0.00877393759060044,1
146,515,4,0.00378423743038071,0.0105134660868238,1
144,516,4,0.00198367284657053,0.00787365529869535,1
145,516,4,0.00163271534294652,0.00871290150301366,1
146,516,4,0.00186160067139696,0.0097962920576791,1
147,516,4,0.00250247959105821,0.00856031128404669,1
148,516,4,0.00271610589761196,0.00996414129854276,1
143,517,4,0.00872816052491035,0.0133058670939193,1
144,517,4,0.00236514839398795,0.00859082932784009,1
145,517,4,0.00251773861295491,0.00784313725490196,1
146,517,4,0.00233463035019455,0.00878919661249714,1
147,517,4,0.0012817578393225,0.00906385900663768,1
144,518,4,0.0421759365224689,0.00848401617456321,1
145,518,4,0.00146486610208286,0.0188143739986267,1
146,518,4,0.00173952849622339,0.0190432593270771,1
147,518,4,0.00233463035019455,0.00820935378042268,1
146,519,4,0.00218204013122759,0.0133058670939193,1
147,519,4,0.0715800717174029,0.0081177996490425,1
145,514,5,0.00224307621881437,0.00869764248111696,1
145,515,5,0.00842298008697642,0.0196841382467384,1
146,515,5,0.00207522697795071,0.0241397726405737,1
144,516,5,0.00268558785381857,0.00921644922560464,1
145,516,5,0.0256809338521401,0.00799572747386892,1
146,516,5,0.00222781719691768,0.00898756389715419,1
144,517,5,0.00225833524071107,0.00799572747386892,1
145,517,5,0.00225833524071107,0.00849927519645991,1
146,517,5,0.00207522697795071,0.0172274357213703,1
147,517,5,0.00262455176623178,0.014023041123064,1
146,518,5,0.0122835126268406,0.00854505226215,1
147,518,5,0.00207522697795071,0.0102235446707866,1
145,519,5,0.00259403372243839,0.00862134737163348,1
146,519,5,0.00251773861295491,0.00775158312352178,1
145,514,6,0.00204470893415732,0.00854505226215,1
144,515,6,0.00186160067139696,0.0115815976195926,1
145,515,6,0.00743114366369116,0.0108644235904479,1
144,516,6,0.0055237659266041,0.00929274433508812,1
144,517,6,0.0107423514152743,0.0126802471961547,1
145,517,6,0.00828564888990616,0.0133363851377127,1
144,518,6,0.00178530556191348,0.00874341954680705,1
145,518,6,0.00341802090486,0.00823987182421607,1
143,519,6,0.00231937132829786,0.0076600289921416,1
144,519,6,0.00196841382467384,0.00848401617456321,1
154,509,1,0.00184634164950027,0.00857557030594339,1
153,510,1,0.00717174029144732,0.0161287861448081,1
154,510,1,0.0197604333562219,0.0103456168459602,1
153,511,1,0.00170901045243,0.00866712443732357,1
154,511,1,0.0321965362020294,0.00755321583886473,1
151,512,1,0.00236514839398795,0.0156710154879072,1
152,512,1,0.0030060273136492,0.0115815976195926,1
153,512,1,0.00271610589761196,0.00927748531319142,1
154,512,1,0.020660715648127,0.0130006866559854,1
150,513,1,0.0144808117799649,0.0085297932402533,1
151,513,1,0.00184634164950027,0.00953688868543526,1
152,513,1,0.00201419089036393,0.0153200579842832,1
153,513,1,0.00219729915312428,0.00787365529869535,1
154,513,1,0.00657663843747616,0.0134737163347829,1
150,514,1,0.00675974670023652,0.0113221942473487,1
151,514,1,0.0104219119554437,0.0165712977798123,1
152,514,1,0.00241092545967803,0.00817883573662928,1
153,514,1,0.00524910353246357,0.00856031128404669,1
154,514,1,0.00154116121156634,0.0133669031815061,1
