x,y,z,signal,mito.p
817,754,21,0.108779990429379,1
818,754,21,0.103076828379227,1
835,744,21,0.102231330896253,1
836,740,21,0.101234650589921,1
837,738,21,0.106206298661935,1
837,739,21,0.104624505209364,1
837,740,21,0.100580661516591,1
838,738,21,0.110165471695009,1
838,739,21,0.107525278656825,1
839,737,21,0.102277190085411,1
839,738,21,0.109059045229349,1
839,739,21,0.10773392162812,1
839,740,21,0.104727290793427,1
840,737,21,0.115120911103492,1
840,738,21,0.119040335874989,1
840,739,21,0.113485328416701,1
840,740,21,0.108597076532858,1
841,737,21,0.10925228561312,1
841,738,21,0.115439833987148,1
841,739,21,0.10936939538572,1
805,749,22,0.102169862154109,1
820,729,22,0.109412967061881,1
832,720,22,0.101796104316005,1
832,744,22,0.0997580718423583,1
832,745,22,0.105973418945777,1
833,745,22,0.100486448659813,1
834,743,22,0.102199534465575,1
834,744,22,0.108765775170032,1
834,745,22,0.106047577938602,1
835,743,22,0.113569683181747,1
835,744,22,0.114951787642475,1
835,745,22,0.101719124057149,1
836,739,22,0.100558047816664,1
836,740,22,0.10691140820432,1
836,741,22,0.103497708985098,1
836,742,22,0.101299517922805,1
836,743,22,0.11226338254462,1
836,744,22,0.110583367641064,1
837,737,22,0.109147876984121,1
837,738,22,0.120539593679993,1
837,739,22,0.119103798021317,1
837,740,22,0.111095138763406,1
837,741,22,0.100014229726505,1
838,737,22,0.110807903381238,1
838,738,22,0.127149286238501,1
838,739,22,0.127725140403557,1
838,740,22,0.112286039816223,1
839,737,22,0.115382373839212,1
839,738,22,0.128115934767039,1
839,739,22,0.131154405604087,1
839,740,22,0.123147739750361,1
839,741,22,0.104645125505107,1
840,737,22,0.127663856841037,1
840,738,22,0.140552184362587,1
840,739,22,0.141222349420691,1
840,740,22,0.130549946633632,1
840,741,22,0.104217872541597,1
841,737,22,0.118984542343665,1
841,738,22,0.133053771218353,1
841,739,22,0.131661307591618,1
841,740,22,0.113727989974157,1
842,738,22,0.110472706476536,1
842,739,22,0.107337452053817,1
819,728,23,0.106143392054478,1
819,729,23,0.102996808995958,1
820,728,23,0.114377926881604,1
820,729,23,0.129019164720926,1
821,729,23,0.115294304588772,1
831,745,23,0.105329342428773,1
831,746,23,0.110080310853954,1
831,749,23,0.104727269007588,1
832,720,23,0.106699519143152,1
832,744,23,0.106661796964516,1
832,745,23,0.122922583113802,1
832,746,23,0.123460595278112,1
832,747,23,0.10630984675033,1
832,748,23,0.104397496776568,1
832,749,23,0.104831742994102,1
833,744,23,0.103488112323424,1
833,745,23,0.117623700860904,1
833,746,23,0.117702652738107,1
833,747,23,0.107035500338025,1
833,748,23,0.106073285227536,1
834,744,23,0.107779225278407,1
834,745,23,0.115787993465508,1
834,746,23,0.114448828891636,1
834,747,23,0.105325475442514,1
835,742,23,0.105107235809545,1
835,743,23,0.121913844346093,1
835,744,23,0.113845132425515,1
835,745,23,0.106125505881415,1
835,746,23,0.100658839996542,1
836,740,23,0.100571555036273,1
836,741,23,0.103372767203708,1
836,742,23,0.112420305936312,1
836,743,23,0.129780721369777,1
836,744,23,0.114669192643818,1
837,737,23,0.106372481034811,1
837,738,23,0.115886029736869,1
837,739,23,0.11868671904419,1
837,740,23,0.110955698506774,1
837,741,23,0.106171049175921,1
837,742,23,0.104942382372792,1
837,743,23,0.10732345465285,1
838,737,23,0.113759862655269,1
838,738,23,0.130127377625309,1
838,739,23,0.13271166820298,1
838,740,23,0.11796203492629,1
838,741,23,0.107063255495739,1
839,737,23,0.122188422156337,1
839,738,23,0.137797147278963,1
839,739,23,0.141028956536053,1
839,740,23,0.129263503787915,1
839,741,23,0.114330052502423,1
840,736,23,0.107730642859489,1
840,737,23,0.129935237426361,1
840,738,23,0.148720947744548,1
840,739,23,0.154928375695825,1
840,740,23,0.137899693218806,1
840,741,23,0.112911021046149,1
841,736,23,0.107999251350099,1
841,737,23,0.122228377383376,1
841,738,23,0.140326058256233,1
841,739,23,0.145028433369576,1
841,740,23,0.12150637292356,1
842,736,23,0.100647304395278,1
842,737,23,0.1061120531264,1
842,738,23,0.119525255951897,1
842,739,23,0.116527459274546,1
845,731,23,0.101825471625737,1
814,727,24,0.100594528202529,1
819,728,24,0.11036666390968,1
819,729,24,0.102795573209611,1
820,728,24,0.123707417930642,1
820,729,24,0.138335943733444,1
821,729,24,0.120359337655717,1
830,749,24,0.10436251961353,1
830,750,24,0.110556396773521,1
831,746,24,0.108081819676423,1
831,749,24,0.123439691766474,1
831,750,24,0.122539740581218,1
832,745,24,0.11763815576447,1
832,746,24,0.132218066469596,1
832,747,24,0.119346307077906,1
832,748,24,0.120909898462761,1
832,749,24,0.135410269073057,1
832,750,24,0.111762711306779,1
833,745,24,0.119475192095989,1
833,746,24,0.135053602224926,1
833,747,24,0.126715748060705,1
833,748,24,0.126413861702428,1
833,749,24,0.120288021714762,1
834,745,24,0.115483928523423,1
834,746,24,0.126775256077421,1
834,747,24,0.121255650606014,1
834,748,24,0.1148121513133,1
835,743,24,0.112986443617583,1
835,744,24,0.10118734264253,1
835,746,24,0.103871597538231,1
835,747,24,0.100847102316312,1
836,742,24,0.107569024619691,1
836,743,24,0.127975448790179,1
836,744,24,0.10648643186089,1
837,738,24,0.100427550646563,1
837,739,24,0.107405216903165,1
837,740,24,0.101949062685166,1
837,741,24,0.10253231314225,1
837,742,24,0.1066365580711,1
837,743,24,0.108867362533,1
838,737,24,0.108711757184512,1
838,738,24,0.132385991709518,1
838,739,24,0.138030626105669,1
838,740,24,0.121461559454629,1
838,741,24,0.11426540302792,1
838,742,24,0.110780442332338,1
838,743,24,0.101030811395923,1
839,737,24,0.126777325732039,1
839,738,24,0.158728588361347,1
839,739,24,0.164889220332427,1
839,740,24,0.140705197196343,1
839,741,24,0.12276873152528,1
839,742,24,0.112361320779709,1
839,743,24,0.0997996501143344,1
840,736,24,0.109095601865647,1
840,737,24,0.129093694072999,1
840,738,24,0.158189770121028,1
840,739,24,0.171711030703403,1
840,740,24,0.145398661901911,1
840,741,24,0.119150201856427,1
840,742,24,0.103174113039174,1
841,735,24,0.102395269327806,1
841,736,24,0.11542335300064,1
841,737,24,0.123677211866143,1
841,738,24,0.1434950371563,1
841,739,24,0.156461957088724,1
841,740,24,0.129702063601388,1
841,741,24,0.104957066027659,1
842,735,24,0.113044873235314,1
842,736,24,0.123947770189262,1
842,737,24,0.121671640291236,1
842,738,24,0.125297315714979,1
842,739,24,0.12298763562631,1
842,740,24,0.101582330779843,1
843,735,24,0.120135455490686,1
843,736,24,0.124357921269879,1
843,737,24,0.113355528393419,1
843,738,24,0.106603018773376,1
844,734,24,0.104824433845426,1
844,735,24,0.114306436653944,1
844,736,24,0.109881264544334,1
844,737,24,0.10057851561154,1
845,731,24,0.110792239363658,1
845,732,24,0.107699815898605,1
845,733,24,0.109542658155972,1
845,734,24,0.109889096553124,1
845,735,24,0.102996198992492,1
846,733,24,0.113375004932663,1
846,734,24,0.109855491897885,1
801,741,25,0.0997369286865014,1
802,745,25,0.125690473841893,1
802,746,25,0.151763416282883,1
802,747,25,0.127485278326293,1
803,745,25,0.116165814362414,1
803,746,25,0.127197487405254,1
813,757,25,0.104477461695242,1
813,758,25,0.108488125556619,1
814,727,25,0.118818643186685,1
814,728,25,0.108096231008313,1
814,757,25,0.0997646838442156,1
814,758,25,0.103772450189128,1
819,726,25,0.102688038312847,1
820,728,25,0.111063342332728,1
820,729,25,0.123973161583544,1
821,729,25,0.103842633266503,1
821,756,25,0.100912459830553,1
822,755,25,0.106178761362602,1
822,756,25,0.101372663874159,1
830,749,25,0.105287568084254,1
830,750,25,0.116321321674631,1
831,748,25,0.105765080976216,1
831,749,25,0.134832094716246,1
831,750,25,0.13415127638332,1
832,746,25,0.126521091597458,1
832,747,25,0.128961366892499,1
832,748,25,0.138743186404677,1
832,749,25,0.159576144606019,1
832,750,25,0.131961472868687,1
833,745,25,0.10250825068409,1
833,746,25,0.138782226626517,1
833,747,25,0.141086808829075,1
833,748,25,0.142307066298705,1
833,749,25,0.142872114688072,1
833,750,25,0.107280187978423,1
834,746,25,0.127294597778496,1
834,747,25,0.131595209358883,1
834,748,25,0.132141826929234,1
834,749,25,0.122155307682455,1
835,746,25,0.104164922062143,1
835,747,25,0.118511190546778,1
835,748,25,0.118123500665221,1
836,743,25,0.10735614430289,1
836,746,25,0.110176865688325,1
836,747,25,0.120791470646957,1
836,748,25,0.10196683992904,1
837,739,25,0.102868926126427,1
837,741,25,0.101595903356967,1
837,742,25,0.106275501376597,1
837,743,25,0.104055971085904,1
837,746,25,0.107809126341173,1
837,747,25,0.10197421443523,1
838,737,25,0.108838093259539,1
838,738,25,0.134808304581062,1
838,739,25,0.141541958558247,1
838,740,25,0.127041370089571,1
838,741,25,0.123403472810666,1
838,742,25,0.122588224963866,1
838,743,25,0.108975256896092,1
838,744,25,0.100145968689376,1
839,736,25,0.106165156106721,1
839,737,25,0.130520176285896,1
839,738,25,0.171605314924119,1
839,739,25,0.179623298520727,1
839,740,25,0.149211172673029,1
839,741,25,0.131244598973739,1
839,742,25,0.123952748253263,1
839,743,25,0.11275191907065,1
839,744,25,0.106164458959902,1
840,735,25,0.101663090881606,1
840,736,25,0.114370094872814,1
840,737,25,0.132819747745696,1
840,738,25,0.165209385008853,1
840,739,25,0.180873576875232,1
840,740,25,0.152163720164688,1
840,741,25,0.126888564221276,1
840,742,25,0.113393522895031,1
840,743,25,0.102127826379534,1
841,735,25,0.106449679152048,1
841,736,25,0.119855333184651,1
841,737,25,0.128288576640906,1
841,738,25,0.147037087640572,1
841,739,25,0.16430827917418,1
841,740,25,0.138949966686815,1
841,741,25,0.116103724723886,1
841,742,25,0.104139389059913,1
842,735,25,0.119503350291708,1
842,736,25,0.134863923825681,1
842,737,25,0.131435290414455,1
842,738,25,0.130705573767958,1
842,739,25,0.133784490013402,1
842,740,25,0.118881517115384,1
842,741,25,0.104472853990488,1
843,734,25,0.109020342687999,1
843,735,25,0.133772398873267,1
843,736,25,0.143638987081415,1
843,737,25,0.127117380878633,1
843,738,25,0.114658354189373,1
843,739,25,0.109277110575613,1
843,740,25,0.100578700791164,1
844,733,25,0.10158100184372,1
844,734,25,0.117278090325599,1
844,735,25,0.133103137927443,1
844,736,25,0.132373976819817,1
844,737,25,0.114312928833692,1
844,738,25,0.106130494838335,1
845,731,25,0.107306995452181,1
845,732,25,0.115647093557724,1
845,733,25,0.128024052994936,1
845,734,25,0.127341687867507,1
845,735,25,0.123110039357563,1
845,736,25,0.117067758951854,1
845,737,25,0.105895589039235,1
845,738,25,0.100800698481201,1
846,732,25,0.109568474374097,1
846,733,25,0.145319666453032,1
846,734,25,0.133245856952706,1
846,735,25,0.107240559538955,1
847,733,25,0.112461219740226,1
847,734,25,0.106591210849136,1
801,740,26,0.10461025727126,1
801,741,26,0.120493571097049,1
801,742,26,0.112650560458981,1
801,744,26,0.101955249863181,1
801,745,26,0.120730818873742,1
801,746,26,0.128115106905192,1
802,741,26,0.107835541669845,1
802,742,26,0.105028371075695,1
802,744,26,0.103784247220448,1
802,745,26,0.149112406576093,1
802,746,26,0.172983683113616,1
802,747,26,0.13288460418566,1
803,745,26,0.132033420598947,1
803,746,26,0.148984534599481,1
803,747,26,0.115570385621844,1
812,757,26,0.11969737496565,1
812,758,26,0.138352174182813,1
813,757,26,0.133329601714287,1
813,758,26,0.139540221290842,1
814,727,26,0.110555634269188,1
814,757,26,0.1175540733224,1
814,758,26,0.107907598329295,1
821,756,26,0.102372568484527,1
822,755,26,0.100153615518543,1
822,756,26,0.101884848927425,1
829,724,26,0.104914899538054,1
830,750,26,0.10446466251537,1
831,748,26,0.113955096443225,1
831,749,26,0.130261131778203,1
831,750,26,0.125255508691703,1
832,746,26,0.114531408110879,1
832,747,26,0.136128689762509,1
832,748,26,0.152499821181671,1
832,749,26,0.164765128198722,1
832,750,26,0.142923017298747,1
832,751,26,0.10162230779272,1
833,746,26,0.12946124294725,1
833,747,26,0.146056125816415,1
833,748,26,0.150978069498849,1
833,749,26,0.155923095276729,1
833,750,26,0.140101184835569,1
833,751,26,0.102705161981578,1
834,746,26,0.113787073167031,1
834,747,26,0.130654082939656,1
834,748,26,0.139041456313833,1
834,749,26,0.135388679307519,1
834,750,26,0.114764385863309,1
835,747,26,0.126196820290553,1
835,748,26,0.135298257186567,1
836,746,26,0.111789703960161,1
836,747,26,0.137149312704891,1
837,746,26,0.119810802931615,1
837,747,26,0.120945017233747,1
838,716,26,0.100144922969149,1
838,717,26,0.106034245005697,1
838,738,26,0.11869352711859,1
838,739,26,0.129541414831385,1
838,740,26,0.12318712854561,1
838,741,26,0.119852707991162,1
838,742,26,0.122092716969651,1
838,743,26,0.111865202782028,1
838,744,26,0.102936494903233,1
838,745,26,0.103054290929733,1
838,746,26,0.112165150200716,1
839,737,26,0.111283553584043,1
839,738,26,0.150819947886063,1
839,739,26,0.164509721925988,1
839,740,26,0.145145063853738,1
839,741,26,0.134351194126463,1
839,742,26,0.139592256765096,1
839,743,26,0.134948485556189,1
839,744,26,0.123643694354257,1
839,745,26,0.104147068567836,1
840,736,26,0.102375171892177,1
840,737,26,0.120192904745704,1
840,738,26,0.149386624920008,1
840,739,26,0.164435355967701,1
840,740,26,0.148303509301093,1
840,741,26,0.135948346594881,1
840,742,26,0.139332101179661,1
840,743,26,0.135660435851732,1
840,744,26,0.120319600287059,1
841,715,26,0.109682087519686,1
841,736,26,0.109656075229018,1
841,737,26,0.121686149659398,1
841,738,26,0.135748635817199,1
841,739,26,0.147599151370122,1
841,740,26,0.135878479412157,1
841,741,26,0.12546990312425,1
841,742,26,0.125337412549965,1
842,716,26,0.116460576751639,1
842,717,26,0.113424916287704,1
842,735,26,0.110278845196379,1
842,736,26,0.13369235770416,1
842,737,26,0.140262116821468,1
842,738,26,0.136378780290751,1
842,739,26,0.136858341051491,1
842,740,26,0.130743143445728,1
842,741,26,0.117386126296639,1
843,734,26,0.102785562617013,1
843,735,26,0.130889805707684,1
843,736,26,0.157474159804688,1
843,737,26,0.153632445117623,1
843,738,26,0.136046600724623,1
843,739,26,0.128623936939394,1
843,740,26,0.123977889110408,1
844,734,26,0.113816331547573,1
844,735,26,0.14165698778331,1
844,736,26,0.15942770679826,1
844,737,26,0.148894678910319,1
844,738,26,0.133365548347119,1
844,739,26,0.119927553237887,1
845,718,26,0.106018254200546,1
845,719,26,0.102137423041208,1
845,732,26,0.10340372487962,1
845,733,26,0.123381839473452,1
845,734,26,0.126754581317083,1
845,735,26,0.137714698774748,1
845,736,26,0.145545335056786,1
845,737,26,0.137180662525888,1
845,738,26,0.126738252831442,1
845,739,26,0.103640667654581,1
846,732,26,0.108113071461149,1
846,733,26,0.146998951531012,1
846,734,26,0.135277408139524,1
846,735,26,0.123404714603436,1
846,736,26,0.120537153666128,1
846,737,26,0.11493470754542,1
846,738,26,0.106465157990004,1
847,733,26,0.115040074751295,1
847,734,26,0.111008572735795,1
801,740,27,0.121753565935337,1
801,741,27,0.149433311971014,1
801,742,27,0.127298355835565,1
801,743,27,0.104687836640663,1
801,744,27,0.105007827030385,1
801,745,27,0.122000312337433,1
801,746,27,0.12261450957751,1
802,740,27,0.110600534881471,1
802,741,27,0.146924618251482,1
802,742,27,0.132268816579404,1
802,743,27,0.104805806953868,1
802,744,27,0.107244807777381,1
802,745,27,0.15108200973233,1
802,746,27,0.174406026017278,1
802,747,27,0.135220405494188,1
803,736,27,0.10618331460276,1
803,737,27,0.110004332743649,1
803,740,27,0.109002478300773,1
803,741,27,0.132246246451153,1
803,742,27,0.113117060609793,1
803,745,27,0.129913538731633,1
803,746,27,0.165802319270963,1
803,747,27,0.146244529744132,1
803,748,27,0.10758730293784,1
804,735,27,0.100715396032198,1
804,736,27,0.107146161502554,1
804,737,27,0.112599069630679,1
804,747,27,0.10194369247608,1
805,737,27,0.105738012072401,1
812,757,27,0.132092187897169,1
812,758,27,0.170523953065169,1
813,726,27,0.103854528334095,1
813,757,27,0.145866240451708,1
813,758,27,0.162358294165134,1
814,725,27,0.103473984207429,1
814,726,27,0.105875371781497,1
814,727,27,0.101585947228964,1
814,757,27,0.120976900807777,1
814,758,27,0.108625441694038,1
815,724,27,0.100667870226426,1
815,725,27,0.101537517310912,1
816,723,27,0.100933907988143,1
816,724,27,0.100779871219996,1
817,718,27,0.117433521387383,1
817,719,27,0.113700714104881,1
817,720,27,0.111081359220821,1
817,723,27,0.102390149655857,1
818,717,27,0.129295877543302,1
818,718,27,0.122345933765657,1
818,719,27,0.153498157211697,1
818,720,27,0.156803994746583,1
818,721,27,0.127343158411577,1
818,722,27,0.116125619491156,1
818,723,27,0.104831971745402,1
819,718,27,0.110234249585829,1
819,719,27,0.145657129084895,1
819,720,27,0.148403560762477,1
819,721,27,0.125477451917145,1
819,722,27,0.115354836539878,1
819,723,27,0.103872773973487,1
820,719,27,0.107113319351648,1
820,720,27,0.103055979332184,1
831,748,27,0.128082144932177,1
831,749,27,0.12472773587129,1
831,750,27,0.111032667872711,1
832,747,27,0.133599974857781,1
832,748,27,0.167717163723186,1
832,749,27,0.161315395203315,1
832,750,27,0.14897943671337,1
832,751,27,0.113548779670109,1
833,746,27,0.100461536553968,1
833,747,27,0.135825768576922,1
833,748,27,0.159688744710137,1
833,749,27,0.161457972620631,1
833,750,27,0.169800064130359,1
833,751,27,0.133382018440708,1
834,747,27,0.12364956563762,1
834,748,27,0.147395388426558,1
834,749,27,0.141545171969364,1
834,750,27,0.132347768456607,1
835,747,27,0.123102229134611,1
835,748,27,0.141928591826656,1
835,749,27,0.121810535901917,1
836,746,27,0.106328811322379,1
836,747,27,0.137615518746888,1
836,748,27,0.135642985395429,1
837,716,27,0.11022549167892,1
837,717,27,0.126011128699677,1
837,718,27,0.109887952796625,1
837,746,27,0.121401822686613,1
837,747,27,0.130900371839153,1
837,748,27,0.113936055620742,1
838,715,27,0.101603964117057,1
838,716,27,0.131450300856892,1
838,717,27,0.142631457427719,1
838,718,27,0.118327122000838,1
838,740,27,0.104263306906913,1
838,741,27,0.106758482513916,1
838,742,27,0.110524328019867,1
838,743,27,0.106601994838986,1
838,745,27,0.104733521543117,1
838,747,27,0.12352370885103,1
839,715,27,0.109873083962135,1
839,716,27,0.122866560831179,1
839,717,27,0.121497211978647,1
839,738,27,0.108444041913263,1
839,739,27,0.128704533647372,1
839,740,27,0.133309046776058,1
839,741,27,0.134996980831756,1
839,742,27,0.148567346693164,1
839,743,27,0.149480707061758,1
839,744,27,0.127685740715389,1
840,714,27,0.112420719867235,1
840,715,27,0.112194332330825,1
840,716,27,0.102447598910875,1
840,737,27,0.106196974323237,1
840,738,27,0.127197204189359,1
840,739,27,0.143111519262736,1
840,740,27,0.146536078722241,1
840,741,27,0.148592454871551,1
840,742,27,0.168747317969728,1
840,743,27,0.172557617478281,1
840,744,27,0.139164099689306,1
840,745,27,0.108070981221978,1
841,714,27,0.126636164394198,1
841,715,27,0.122827564181015,1
841,716,27,0.107187914061234,1
841,717,27,0.100139716153847,1
841,737,27,0.118075375748902,1
841,738,27,0.13042378484531,1
841,739,27,0.137554725365725,1
841,740,27,0.13900937666726,1
841,741,27,0.137136241202042,1
841,742,27,0.14270487570205,1
841,743,27,0.13533385524599,1
841,744,27,0.113309527596313,1
842,715,27,0.143992996057299,1
842,716,27,0.129888615732869,1
842,717,27,0.11618833002607,1
842,736,27,0.118804972573289,1
842,737,27,0.137215443616383,1
842,738,27,0.137097604018207,1
842,739,27,0.139939838918747,1
842,740,27,0.144432067837968,1
842,741,27,0.133010297578464,1
842,742,27,0.116629373425085,1
843,716,27,0.124945692288364,1
843,717,27,0.100520467245975,1
843,735,27,0.116332693882109,1
843,736,27,0.147951689801936,1
843,737,27,0.15895017212046,1
843,738,27,0.143947779550364,1
843,739,27,0.141781787956753,1
843,740,27,0.145478267354256,1
844,734,27,0.105249856798538,1
844,735,27,0.137259309401358,1
844,736,27,0.162121329604335,1
844,737,27,0.161771819404015,1
844,738,27,0.144473951111677,1
844,739,27,0.13399818729913,1
